n0,g37,g88
n1,g1,g10
n2,g21,g76
n3,g38,g48
n4,g27,g68
n5,g70,g3
n6,g36,g57
n7,g88,g87
n8,g34,g78
n9,g15,g0
n10,g71,g48
n11,g3,g6
n12,g87,g54
n13,g2,g45
n14,g52,g96
n15,g84,g28
n16,g39,g53
n17,g47,g91
n18,g80,g50
n19,g97,g1
n20,g26,g98
n21,g65,g78
n22,g6,g82
n23,g34,g99
n24,g97,g77
n25,g22,g5
n26,g92,g16
n27,g90,g50
n28,g51,g69
n29,g59,g36
n30,g83,g86
n31,g16,g86
n32,g98,g29
n33,g73,g86
n34,g20,g49
n35,g39,g46
n36,g55,g41
n37,g79,g36
n38,g75,g12
n39,g6,g40
n40,g7,g76
n41,g73,g84
n42,g57,g24
n43,g49,g26
n44,g6,g97
