n0,g76,g86
n1,g63,g83
n2,g97,g3
n3,g86,g46
n4,g70,g56
n5,g85,g77
n6,g74,g79
n7,g93,g39
n8,g21,g90
n9,g7,g96
n10,g10,g95
n11,g97,g19
n12,g3,g84
n13,g51,g42
n14,g27,g96
n15,g20,g80
n16,g75,g92
n17,g46,g25
n18,g1,g97
n19,g37,g76
n20,g37,g20
n21,g87,g33
n22,g1,g21
n23,g34,g38
n24,g44,g38
n25,g81,g51
n26,g95,g46
n27,g87,g22
n28,g93,g43
n29,g43,g66
n30,g26,g77
n31,g44,g75
n32,g58,g19
n33,g93,g78
n34,g94,g84
n35,g60,g95
n36,g1,g98
n37,g65,g69
n38,g65,g10
n39,g68,g32
n40,g96,g30
n41,g75,g97
n42,g54,g71
