n0,g31,g83
n1,g71,g30
n2,g4,g18
n3,g93,g39
n4,g43,g34
n5,g72,g41
n6,g17,g82
n7,g17,g46
n8,g28,g78
n9,g57,g74
n10,g73,g53
n11,g38,g30
n12,g20,g24
n13,g51,g9
n14,g2,g63
n15,g8,g33
n16,g55,g19
n17,g84,g8
n18,g99,g95
n19,g19,g57
n20,g99,g76
n21,g89,g28
n22,g72,g30
n23,g67,g19
n24,g66,g16
n25,g64,g24
n26,g36,g59
n27,g24,g54
n28,g94,g41
n29,g80,g91
n30,g6,g41
n31,g75,g96
n32,g40,g37
n33,g7,g93
n34,g12,g50
n35,g7,g33
n36,g70,g26
n37,g59,g29
n38,g38,g55
n39,g19,g25
n40,g63,g14
n41,g69,g54
n42,g68,g74
n43,g56,g79
n44,g14,g38
n45,g58,g38
n46,g3,g99
n47,g19,g38
n48,g77,g61
n49,g39,g2
n50,g0,g95
n51,g27,g60
n52,g11,g6
n53,g17,g27
n54,g13,g76
n55,g25,g70
n56,g48,g93
n57,g77,g31
n58,g30,g75
n59,g12,g27
