n0,g98,g34
n1,g92,g91
n2,g92,g29
n3,g69,g28
n4,g49,g41
n5,g55,g30
n6,g89,g21
n7,g13,g52
n8,g78,g70
n9,g58,g26
n10,g62,g1
n11,g0,g43
n12,g66,g25
n13,g63,g93
n14,g39,g66
n15,g52,g87
n16,g4,g56
n17,g37,g67
n18,g19,g45
n19,g12,g58
n20,g68,g6
n21,g18,g45
n22,g83,g86
n23,g39,g77
n24,g91,g58
n25,g39,g85
n26,g62,g77
n27,g5,g53
n28,g50,g27
n29,g45,g40
n30,g65,g50
n31,g32,g56
n32,g85,g47
n33,g0,g49
n34,g53,g7
n35,g40,g53
n36,g79,g80
n37,g82,g39
n38,g93,g76
n39,g93,g53
n40,g33,g7
n41,g11,g29
n42,g84,g49
n43,g48,g45
n44,g49,g67
n45,g92,g0
n46,g3,g49
n47,g10,g26
n48,g69,g55
n49,g42,g57
n50,g5,g99
n51,g70,g20
n52,g93,g59
n53,g55,g50
n54,g1,g40
n55,g9,g12
n56,g59,g36
n57,g53,g69
n58,g40,g65
n59,g51,g47
