n70,g89,g83
n65,g45,g26
n6,g21,g84
n35,g62,g25
n4,g57,g75
n32,g1,g94
n72,g99,g31
n74,g13,g26
n26,g65,g1
n21,g30,g54
n60,g70,g45
n20,g11,g24
n73,g65,g70
n51,g26,g7
n69,g22,g99
n71,g88,g21
n28,g10,g9
n77,g16,g34
n14,g64,g88
n45,g93,g35
n39,g3,g24
n5,g10,g62
n23,g97,g41
n24,g39,g99
n54,g2,g30
n16,g76,g25
n17,g59,g75
n18,g43,g25
n63,g1,g57
n9,g65,g45
n25,g57,g82
n30,g15,g5
n31,g41,g46
n10,g10,g90
n43,g42,g53
n68,g92,g14
n34,g58,g73
n8,g57,g41
n79,g90,g11
n53,g8,g77
n55,g52,g13
n38,g81,g46
n33,g31,g32
n62,g64,g7
n11,g32,g97
n27,g5,g1
n50,g41,g82
n44,g82,g66
n12,g16,g91
n67,g68,g69
n75,g82,g80
n80,g69,g72
n0,g12,g58
n22,g94,g49
n81,g67,g79
n58,g5,g6
n36,g28,g54
n42,g10,g42
n61,g13,g84
n78,g21,g17
n3,g58,g21
n29,g23,g94
n47,g87,g15
n49,g94,g65
n52,g86,g66
n59,g6,g75
n57,g21,g54
n66,g30,g17
n37,g72,g16
n13,g9,g72
n40,g58,g84
n19,g2,g37
n46,g95,g25
n7,g54,g16
n15,g78,g27
n48,g28,g57
n41,g53,g9
n76,g23,g52
n64,g50,g33
n56,g52,g46
n2,g51,g80
n1,g41,g91
