n0,g2,g13
n1,g96,g9
n2,g84,g70
n3,g67,g78
n4,g12,g37
n5,g92,g99
n6,g29,g99
n7,g24,g8
n8,g58,g79
n9,g14,g23
n10,g70,g46
n11,g54,g17
n12,g51,g22
n13,g75,g71
n14,g95,g57
n15,g30,g56
n16,g70,g54
n17,g65,g59
n18,g23,g11
n19,g56,g17
n20,g7,g45
n21,g48,g16
n22,g37,g18
n23,g36,g85
n24,g97,g18
n25,g8,g39
n26,g43,g6
n27,g68,g12
n28,g22,g88
n29,g89,g97
n30,g32,g17
n31,g38,g80
n32,g81,g7
n33,g50,g14
n34,g26,g75
n35,g60,g56
n36,g85,g6
n37,g81,g10
n38,g77,g87
n39,g60,g33
n40,g91,g77
n41,g65,g25
n42,g89,g34
n43,g63,g14
n44,g78,g86
n45,g85,g34
n46,g28,g6
n47,g34,g67
n48,g86,g79
n49,g37,g35
