n70,g37,g76
n65,g35,g27
n6,g40,g63
n35,g68,g59
n4,g24,g67
n32,g6,g81
n72,g71,g79
n74,g34,g96
n26,g15,g68
n21,g26,g86
n60,g0,g52
n20,g27,g89
n73,g73,g94
n51,g3,g49
n69,g83,g47
n71,g85,g62
n28,g11,g48
n77,g18,g56
n14,g28,g70
n45,g34,g55
n39,g76,g58
n5,g65,g48
n23,g1,g70
n24,g51,g94
n54,g0,g28
n16,g43,g82
n17,g91,g27
n18,g94,g29
n63,g71,g74
n9,g19,g8
n25,g58,g22
n30,g58,g25
n31,g55,g51
n10,g96,g15
n43,g82,g91
n68,g44,g54
n34,g8,g86
n8,g43,g47
n53,g39,g97
n55,g52,g62
n38,g80,g63
n33,g43,g36
n62,g36,g82
n11,g34,g19
n27,g45,g51
n50,g90,g5
n44,g5,g32
n12,g27,g50
n67,g9,g81
n75,g28,g1
n0,g72,g80
n22,g22,g80
n58,g23,g81
n36,g22,g59
n42,g87,g62
n61,g12,g29
n78,g15,g62
n3,g79,g52
n29,g8,g33
n47,g91,g17
n49,g29,g48
n52,g20,g51
n59,g35,g5
n57,g9,g78
n66,g48,g80
n37,g98,g96
n13,g55,g1
n40,g88,g70
n19,g73,g99
n46,g5,g43
n7,g47,g92
n15,g76,g25
n48,g61,g27
n41,g17,g41
n76,g71,g75
n64,g68,g87
n56,g59,g43
n2,g25,g18
n1,g66,g73
