n0,g51,g81
n1,g54,g83
n2,g45,g38
n3,g24,g89
n4,g5,g93
n5,g38,g74
n6,g48,g68
n7,g83,g41
n8,g97,g98
n9,g29,g22
n10,g28,g97
n11,g54,g10
n12,g61,g52
n13,g91,g67
n14,g95,g76
n15,g3,g35
n16,g71,g63
n17,g3,g10
n18,g34,g19
n19,g73,g33
n20,g99,g84
n21,g37,g60
n22,g67,g17
n23,g89,g83
n24,g90,g65
n25,g21,g87
n26,g90,g62
n27,g38,g70
n28,g91,g14
n29,g71,g76
n30,g46,g39
n31,g65,g41
n32,g16,g10
n33,g58,g40
n34,g44,g88
n35,g9,g89
n36,g13,g85
n37,g58,g53
n38,g94,g7
n39,g10,g70
n40,g8,g54
n41,g43,g94
n42,g70,g23
n43,g70,g42
n44,g49,g94
n45,g13,g25
n46,g24,g21
n47,g58,g22
n48,g60,g93
n49,g69,g73
n50,g21,g7
n51,g74,g75
n52,g30,g92
n53,g47,g34
n54,g99,g0
n55,g1,g99
n56,g88,g98
n57,g38,g44
n58,g83,g80
n59,g41,g27
n60,g33,g54
n61,g61,g50
n62,g87,g20
n63,g7,g75
n64,g81,g33
n65,g45,g17
n66,g66,g92
n67,g94,g95
n68,g75,g19
n69,g93,g78
