n70,g67,g86
n65,g24,g95
n6,g74,g47
n35,g46,g60
n4,g28,g8
n32,g28,g56
n72,g30,g25
n74,g41,g40
n26,g59,g2
n21,g17,g48
n60,g99,g43
n20,g8,g56
n73,g94,g62
n51,g91,g32
n69,g73,g24
n71,g5,g15
n28,g7,g19
n14,g63,g37
n45,g1,g27
n39,g84,g29
n5,g81,g58
n23,g39,g26
n24,g56,g92
n54,g22,g69
n16,g5,g25
n17,g98,g42
n18,g56,g21
n63,g77,g96
n9,g80,g44
n25,g66,g85
n30,g89,g98
n31,g19,g46
n10,g83,g54
n43,g58,g96
n68,g0,g27
n34,g59,g95
n8,g14,g74
n53,g78,g41
n55,g39,g91
n38,g32,g7
n33,g62,g33
n62,g17,g91
n11,g71,g96
n27,g75,g18
n50,g42,g75
n44,g33,g88
n12,g22,g2
n67,g65,g77
n0,g79,g53
n22,g72,g58
n58,g60,g48
n36,g3,g35
n42,g95,g89
n61,g40,g39
n3,g70,g9
n29,g94,g8
n47,g48,g39
n49,g17,g51
n52,g61,g63
n59,g11,g1
n57,g35,g32
n66,g86,g49
n37,g34,g77
n13,g79,g73
n40,g82,g39
n19,g0,g29
n46,g80,g72
n7,g11,g84
n15,g29,g44
n48,g74,g77
n41,g49,g47
n64,g69,g89
n56,g27,g66
n2,g8,g55
n1,g8,g47
