n0,g86,g22
n1,g49,g94
n2,g37,g28
n3,g66,g2
n4,g35,g78
n5,g89,g35
n6,g33,g42
n7,g6,g90
n8,g49,g83
n9,g85,g2
n10,g69,g20
n11,g66,g90
n12,g79,g82
n13,g85,g80
n14,g65,g85
n15,g87,g45
n16,g82,g95
n17,g27,g8
n18,g91,g38
n19,g25,g99
n20,g41,g56
n21,g36,g35
n22,g62,g23
n23,g7,g56
n24,g23,g54
n25,g74,g13
n26,g27,g37
n27,g50,g85
n28,g20,g67
n29,g87,g88
n30,g63,g31
n31,g13,g86
n32,g45,g68
n33,g54,g87
n34,g21,g72
n35,g46,g54
n36,g72,g98
n37,g78,g15
n38,g91,g23
n39,g50,g44
n40,g26,g52
n41,g24,g68
n42,g33,g2
n43,g46,g42
n44,g81,g38
n45,g48,g84
n46,g6,g70
n47,g92,g55
n48,g19,g98
n49,g95,g43
n50,g40,g36
n51,g65,g39
n52,g74,g49
n53,g32,g91
n54,g55,g59
