n70,g69,g85
n6,g70,g43
n4,g29,g54
n22,g53,g34
n21,g20,g50
n60,g1,g87
n79,g6,g38
n74,g35,g14
n69,g87,g31
n28,g59,g57
n14,g55,g11
n45,g57,g45
n89,g24,g32
n5,g73,g62
n23,g30,g69
n24,g66,g16
n17,g33,g98
n54,g61,g36
n77,g67,g96
n63,g77,g76
n9,g23,g77
n25,g68,g3
n87,g82,g41
n10,g91,g76
n68,g40,g37
n34,g83,g28
n72,g75,g33
n73,g0,g32
n55,g65,g32
n44,g12,g72
n16,g17,g26
n80,g85,g16
n81,g51,g1
n75,g46,g40
n66,g0,g83
n47,g27,g12
n52,g9,g44
n59,g37,g91
n57,g23,g19
n71,g70,g22
n37,g25,g33
n31,g15,g32
n19,g4,g36
n46,g94,g5
n65,g62,g91
n85,g81,g7
n1,g49,g73
n84,g79,g77
n32,g92,g30
n26,g65,g7
n20,g90,g57
n53,g9,g16
n56,g98,g84
n76,g58,g83
n38,g53,g0
n13,g3,g23
n67,g11,g7
n41,g28,g3
n18,g93,g44
n11,g68,g66
n30,g62,g79
n35,g61,g60
n8,g35,g46
n83,g33,g55
n39,g11,g62
n33,g70,g78
n27,g9,g58
n50,g12,g17
n12,g89,g92
n82,g98,g50
n0,g1,g95
n43,g51,g74
n58,g29,g81
n36,g80,g59
n42,g47,g23
n61,g5,g65
n78,g64,g50
n3,g26,g32
n29,g88,g59
n49,g78,g99
n88,g21,g82
n86,g39,g15
n62,g30,g27
n40,g97,g19
n51,g48,g80
n7,g20,g86
n15,g89,g55
n48,g60,g54
n64,g36,g43
n2,g95,g61
