n0,g73,g19
n1,g20,g91
n2,g83,g18
n3,g46,g68
n4,g55,g17
n5,g1,g36
n6,g23,g96
n7,g59,g78
n8,g19,g6
n9,g83,g40
n10,g62,g33
n11,g60,g53
n12,g69,g65
n13,g91,g24
n14,g49,g43
n15,g47,g2
n16,g81,g9
n17,g17,g49
n18,g25,g96
n19,g14,g29
n20,g37,g24
n21,g48,g11
n22,g85,g60
n23,g67,g77
n24,g68,g12
n25,g58,g92
n26,g1,g61
n27,g41,g99
n28,g63,g65
n29,g45,g15
n30,g71,g99
n31,g88,g28
n32,g66,g6
n33,g21,g65
n34,g88,g68
n35,g83,g16
n36,g16,g2
n37,g55,g44
n38,g88,g0
n39,g79,g67
n40,g23,g57
n41,g5,g67
n42,g36,g25
n43,g75,g39
n44,g60,g94
n45,g13,g67
n46,g29,g56
n47,g71,g38
n48,g98,g49
n49,g1,g33
n50,g59,g0
n51,g37,g21
n52,g6,g96
n53,g11,g2
n54,g32,g4
n55,g94,g88
n56,g98,g13
n57,g27,g41
n58,g3,g50
n59,g38,g45
