n0,g30,g59
n1,g59,g37
n2,g56,g46
n3,g37,g49
n4,g31,g30
n5,g13,g1
n6,g92,g83
n7,g6,g92
n8,g13,g20
n9,g97,g69
n10,g39,g84
n11,g27,g54
n12,g21,g89
n13,g2,g42
n14,g64,g97
n15,g33,g36
n16,g70,g96
n17,g74,g38
n18,g66,g21
n19,g14,g52
n20,g71,g40
n21,g57,g52
n22,g52,g28
n23,g27,g12
n24,g94,g29
n25,g4,g96
n26,g17,g81
n27,g96,g41
n28,g84,g32
n29,g50,g82
n30,g98,g84
n31,g87,g7
n32,g64,g88
n33,g23,g90
n34,g65,g7
n35,g10,g43
n36,g85,g40
n37,g99,g93
n38,g99,g19
n39,g10,g71
n40,g98,g33
n41,g6,g13
n42,g36,g81
n43,g84,g69
n44,g11,g58
n45,g88,g52
n46,g29,g45
n47,g22,g91
n48,g81,g18
n49,g80,g33
n50,g23,g50
n51,g17,g16
n52,g73,g8
n53,g3,g73
n54,g97,g39
n55,g41,g8
n56,g37,g84
n57,g99,g45
