n0,g77,g91
n1,g89,g12
n2,g43,g54
n3,g86,g72
n4,g17,g34
n5,g1,g52
n6,g23,g72
n7,g48,g5
n8,g42,g30
n9,g59,g14
n10,g44,g0
n11,g56,g17
n12,g84,g45
n13,g31,g83
n14,g56,g19
n15,g4,g38
n16,g83,g70
n17,g7,g60
n18,g96,g55
n19,g23,g57
n20,g14,g89
n21,g79,g77
n22,g35,g8
n23,g68,g46
n24,g85,g87
n25,g46,g56
n26,g62,g36
n27,g63,g98
n28,g1,g10
n29,g98,g62
n30,g53,g3
n31,g20,g55
n32,g62,g42
n33,g68,g83
n34,g99,g35
n35,g51,g54
n36,g16,g59
n37,g75,g8
n38,g7,g55
n39,g23,g19
n40,g10,g61
n41,g78,g27
n42,g21,g48
n43,g79,g22
n44,g66,g41
