n0,g71,g32
n1,g89,g94
n2,g47,g3
n3,g91,g20
n4,g85,g82
n5,g28,g69
n6,g21,g37
n7,g70,g22
n8,g13,g51
n9,g4,g95
n10,g4,g86
n11,g99,g82
n12,g33,g19
n13,g68,g77
n14,g8,g5
n15,g89,g56
n16,g18,g38
n17,g34,g2
n18,g29,g57
n19,g41,g86
n20,g91,g39
n21,g93,g35
n22,g12,g56
n23,g27,g4
n24,g2,g31
n25,g36,g84
n26,g66,g69
n27,g44,g41
n28,g70,g81
n29,g81,g8
n30,g47,g53
n31,g3,g54
n32,g86,g54
n33,g5,g85
n34,g18,g24
n35,g12,g95
n36,g37,g96
n37,g85,g23
n38,g84,g80
n39,g67,g45
n40,g0,g80
n41,g83,g4
n42,g80,g81
n43,g8,g63
n44,g11,g96
