n0,g67,g14
n1,g32,g40
n2,g85,g45
n3,g60,g89
n4,g91,g72
n5,g73,g68
n6,g6,g24
n7,g24,g62
n8,g15,g68
n9,g55,g39
n10,g95,g60
n11,g48,g76
n12,g99,g73
n13,g18,g10
n14,g56,g66
n15,g30,g36
n16,g44,g61
n17,g82,g67
n18,g13,g17
n19,g19,g22
n20,g75,g70
n21,g71,g7
n22,g87,g45
n23,g89,g44
n24,g93,g68
n25,g69,g3
n26,g22,g25
n27,g38,g10
n28,g69,g10
n29,g25,g69
n30,g31,g47
n31,g36,g39
n32,g69,g91
n33,g73,g61
n34,g61,g96
n35,g82,g24
n36,g98,g27
n37,g73,g22
n38,g56,g53
n39,g29,g61
n40,g99,g29
n41,g4,g88
n42,g35,g31
n43,g57,g94
n44,g24,g93
n45,g4,g98
n46,g25,g36
n47,g1,g61
n48,g32,g29
n49,g10,g55
n50,g42,g3
n51,g89,g79
n52,g87,g94
n53,g14,g38
n54,g46,g20
