n70,g99,g52
n65,g16,g40
n6,g26,g78
n35,g2,g30
n4,g79,g23
n32,g40,g18
n26,g84,g64
n21,g54,g79
n60,g39,g26
n20,g65,g1
n51,g60,g68
n69,g77,g74
n71,g40,g60
n28,g18,g81
n14,g38,g34
n45,g82,g60
n39,g80,g93
n5,g61,g16
n23,g13,g1
n24,g60,g7
n54,g87,g26
n16,g61,g91
n17,g80,g61
n18,g7,g61
n63,g10,g6
n9,g10,g45
n25,g53,g55
n30,g15,g56
n31,g3,g11
n10,g50,g76
n43,g37,g76
n68,g96,g70
n34,g41,g87
n8,g72,g87
n53,g98,g62
n55,g80,g42
n38,g19,g18
n33,g62,g68
n62,g98,g8
n11,g38,g25
n27,g93,g73
n50,g83,g3
n44,g47,g69
n12,g90,g36
n67,g48,g92
n0,g39,g90
n22,g53,g93
n58,g7,g35
n36,g40,g67
n42,g43,g5
n61,g32,g39
n3,g40,g14
n29,g48,g0
n47,g35,g63
n49,g93,g47
n52,g74,g53
n59,g98,g45
n57,g51,g48
n66,g59,g30
n37,g62,g55
n13,g98,g61
n40,g93,g45
n19,g39,g78
n46,g52,g73
n7,g38,g69
n15,g88,g13
n48,g74,g32
n41,g95,g14
n64,g3,g41
n56,g47,g60
n2,g4,g45
n1,g23,g97
