n70,g27,g53
n65,g14,g67
n6,g12,g98
n35,g96,g21
n4,g92,g75
n32,g64,g40
n26,g29,g68
n21,g31,g23
n60,g39,g8
n20,g71,g32
n51,g90,g69
n69,g8,g65
n71,g96,g42
n28,g77,g57
n14,g51,g13
n45,g77,g25
n39,g78,g10
n5,g81,g78
n23,g86,g61
n24,g67,g85
n54,g3,g51
n16,g75,g63
n17,g16,g7
n18,g84,g21
n63,g22,g62
n9,g56,g63
n25,g53,g2
n30,g11,g17
n31,g84,g15
n10,g87,g30
n43,g88,g87
n68,g14,g12
n34,g75,g85
n8,g95,g42
n53,g68,g34
n55,g4,g16
n38,g62,g58
n33,g83,g66
n62,g18,g35
n11,g49,g60
n27,g86,g41
n50,g78,g70
n44,g37,g87
n12,g62,g68
n67,g67,g92
n0,g26,g4
n22,g33,g57
n58,g45,g66
n36,g85,g99
n42,g10,g68
n61,g16,g39
n3,g80,g72
n29,g28,g25
n47,g20,g29
n49,g13,g47
n52,g78,g6
n59,g63,g34
n57,g21,g40
n66,g74,g56
n37,g57,g36
n13,g97,g70
n40,g86,g34
n19,g51,g28
n46,g76,g15
n7,g59,g67
n15,g49,g7
n48,g98,g79
n41,g69,g92
n64,g62,g38
n56,g17,g47
n2,g51,g78
n1,g39,g79
