n0,g26,g88
n1,g16,g86
n2,g89,g30
n3,g89,g71
n4,g73,g91
n5,g22,g43
n6,g83,g61
n7,g8,g90
n8,g94,g23
n9,g56,g19
n10,g99,g20
n11,g53,g83
n12,g89,g60
n13,g0,g38
n14,g76,g18
n15,g92,g14
n16,g91,g99
n17,g71,g46
n18,g31,g85
n19,g41,g6
n20,g30,g84
n21,g32,g54
n22,g92,g72
n23,g24,g62
n24,g33,g10
n25,g58,g40
n26,g57,g35
n27,g67,g10
n28,g6,g12
n29,g99,g32
n30,g0,g13
n31,g57,g4
n32,g87,g85
n33,g25,g94
n34,g97,g52
n35,g45,g7
n36,g85,g4
n37,g12,g47
n38,g0,g24
n39,g40,g86
n40,g33,g1
n41,g64,g39
n42,g0,g64
n43,g67,g95
n44,g93,g11
n45,g84,g45
n46,g12,g94
n47,g5,g95
n48,g67,g20
n49,g57,g22
n50,g4,g69
n51,g69,g85
n52,g4,g8
n53,g21,g3
n54,g59,g9
