n0,g9,g67
n1,g4,g75
n2,g53,g26
n3,g54,g89
n4,g96,g30
n5,g10,g33
n6,g50,g84
n7,g52,g89
n8,g88,g96
n9,g57,g43
n10,g57,g95
n11,g68,g42
n12,g32,g35
n13,g78,g86
n14,g40,g87
n15,g86,g77
n16,g37,g79
n17,g13,g51
n18,g52,g41
n19,g65,g84
n20,g69,g46
n21,g61,g27
n22,g79,g3
n23,g51,g74
n24,g97,g52
n25,g76,g66
n26,g26,g77
n27,g4,g46
n28,g90,g5
n29,g78,g20
n30,g39,g4
n31,g3,g70
n32,g12,g7
n33,g11,g16
n34,g77,g99
n35,g46,g76
n36,g96,g39
n37,g89,g58
n38,g99,g66
n39,g56,g87
n40,g40,g15
n41,g21,g86
n42,g82,g98
n43,g51,g68
n44,g47,g53
n45,g99,g86
n46,g29,g62
n47,g3,g14
n48,g88,g34
n49,g5,g36
n50,g45,g63
n51,g80,g72
n52,g27,g18
n53,g3,g21
n54,g23,g1
n55,g6,g4
n56,g34,g5
