n0,g2,g4
n1,g14,g41
n2,g76,g96
n3,g7,g43
n4,g94,g57
n5,g67,g22
n6,g8,g93
n7,g20,g61
n8,g1,g14
n9,g78,g45
n10,g93,g39
n11,g76,g88
n12,g14,g35
n13,g59,g80
n14,g55,g32
n15,g70,g87
n16,g82,g91
n17,g62,g45
n18,g74,g3
n19,g39,g2
n20,g3,g51
n21,g72,g93
n22,g29,g5
n23,g63,g89
n24,g62,g60
n25,g40,g84
n26,g97,g31
n27,g20,g31
n28,g87,g66
n29,g83,g81
n30,g52,g5
n31,g37,g40
n32,g77,g74
n33,g86,g84
n34,g34,g29
n35,g0,g36
n36,g51,g25
n37,g79,g66
n38,g19,g65
n39,g83,g5
n40,g68,g9
n41,g1,g81
n42,g52,g15
n43,g69,g77
n44,g57,g15
n45,g22,g83
n46,g28,g69
n47,g97,g9
n48,g64,g0
n49,g78,g19
n50,g63,g5
n51,g43,g54
n52,g85,g67
n53,g76,g17
n54,g98,g79
n55,g52,g37
n56,g68,g14
n57,g43,g23
n58,g68,g44
n59,g84,g65
n60,g35,g88
n61,g64,g15
n62,g52,g90
n63,g60,g92
