n70,g55,g49
n65,g98,g26
n6,g14,g67
n35,g57,g93
n4,g73,g87
n32,g35,g55
n72,g29,g80
n74,g68,g54
n26,g74,g82
n21,g31,g58
n60,g89,g95
n20,g10,g98
n73,g43,g1
n51,g59,g97
n69,g57,g75
n71,g47,g77
n28,g70,g15
n77,g4,g87
n14,g76,g34
n45,g77,g86
n39,g14,g42
n5,g39,g81
n23,g16,g9
n24,g51,g7
n54,g54,g5
n16,g37,g52
n17,g53,g35
n18,g14,g84
n63,g97,g1
n9,g61,g41
n25,g86,g1
n30,g86,g6
n31,g41,g90
n10,g85,g39
n43,g90,g96
n68,g97,g53
n34,g78,g99
n8,g87,g50
n53,g77,g33
n55,g63,g62
n38,g53,g88
n33,g47,g57
n62,g83,g0
n11,g80,g3
n27,g34,g60
n50,g24,g97
n44,g39,g12
n12,g45,g84
n67,g87,g76
n75,g66,g51
n0,g62,g14
n22,g83,g6
n58,g66,g97
n36,g2,g99
n42,g3,g50
n61,g50,g77
n78,g63,g54
n3,g12,g54
n29,g52,g6
n47,g38,g58
n49,g53,g41
n52,g38,g83
n59,g11,g26
n57,g86,g62
n66,g61,g32
n37,g53,g87
n13,g0,g21
n40,g15,g60
n19,g0,g73
n46,g3,g23
n7,g73,g36
n15,g76,g81
n48,g20,g52
n41,g48,g52
n76,g92,g28
n64,g13,g65
n56,g41,g3
n2,g79,g93
n1,g23,g66
