n70,g75,g6
n65,g52,g20
n6,g3,g37
n35,g58,g59
n4,g92,g29
n32,g51,g22
n72,g53,g1
n74,g89,g76
n26,g94,g41
n21,g64,g86
n60,g43,g75
n20,g37,g33
n73,g73,g28
n51,g28,g90
n69,g33,g69
n71,g46,g99
n28,g65,g4
n77,g56,g73
n14,g27,g95
n45,g39,g28
n39,g66,g47
n5,g44,g47
n23,g14,g69
n24,g84,g60
n54,g45,g33
n16,g91,g79
n17,g14,g40
n18,g26,g44
n63,g99,g28
n9,g12,g43
n25,g73,g61
n30,g37,g0
n31,g55,g32
n10,g17,g44
n43,g44,g10
n68,g58,g16
n34,g5,g8
n8,g76,g79
n53,g14,g27
n55,g47,g62
n38,g0,g79
n33,g82,g97
n62,g91,g42
n11,g61,g55
n27,g39,g79
n50,g58,g80
n44,g39,g17
n12,g59,g45
n67,g90,g84
n75,g19,g82
n0,g80,g85
n22,g57,g71
n58,g70,g20
n36,g40,g59
n42,g76,g37
n61,g16,g59
n78,g12,g35
n3,g86,g61
n29,g9,g95
n47,g97,g38
n49,g49,g74
n52,g31,g86
n59,g57,g99
n57,g27,g39
n66,g0,g61
n37,g7,g21
n13,g20,g93
n40,g35,g82
n19,g81,g79
n46,g33,g22
n7,g30,g94
n15,g57,g78
n48,g7,g51
n41,g94,g32
n76,g19,g21
n64,g83,g48
n56,g3,g17
n2,g88,g48
n1,g29,g5
