n0,g76,g19
n1,g57,g86
n2,g56,g38
n3,g29,g30
n4,g96,g50
n5,g88,g54
n6,g72,g46
n7,g94,g10
n8,g82,g18
n9,g31,g36
n10,g98,g90
n11,g73,g21
n12,g26,g50
n13,g94,g71
n14,g59,g61
n15,g14,g26
n16,g91,g65
n17,g94,g91
n18,g75,g87
n19,g7,g28
n20,g48,g44
n21,g13,g49
n22,g21,g31
n23,g91,g6
n24,g50,g36
n25,g44,g33
n26,g47,g89
n27,g40,g15
n28,g66,g63
n29,g16,g73
n30,g1,g82
n31,g72,g87
n32,g90,g51
n33,g72,g38
n34,g21,g43
n35,g12,g18
n36,g48,g90
n37,g92,g36
n38,g37,g13
n39,g82,g98
n40,g0,g89
n41,g85,g91
n42,g20,g57
n43,g44,g71
n44,g20,g95
n45,g20,g42
n46,g32,g47
n47,g50,g90
n48,g94,g45
n49,g5,g40
n50,g24,g8
n51,g11,g27
n52,g51,g46
n53,g15,g25
n54,g16,g61
n55,g26,g4
n56,g81,g20
n57,g44,g22
n58,g29,g93
n59,g46,g16
n60,g54,g44
n61,g88,g79
n62,g2,g27
n63,g38,g2
n64,g0,g21
n65,g91,g27
n66,g4,g24
