n70,g86,g76
n65,g66,g50
n6,g65,g48
n35,g29,g44
n4,g63,g44
n32,g92,g20
n72,g28,g19
n74,g50,g13
n26,g46,g64
n21,g30,g58
n60,g21,g90
n20,g35,g13
n73,g1,g24
n51,g33,g46
n69,g38,g20
n71,g85,g84
n28,g0,g14
n77,g97,g65
n14,g6,g4
n45,g63,g51
n39,g23,g19
n5,g52,g6
n23,g37,g27
n24,g98,g22
n54,g63,g88
n16,g60,g79
n17,g94,g41
n18,g90,g77
n63,g1,g28
n9,g30,g65
n25,g29,g60
n30,g53,g40
n31,g93,g58
n10,g61,g5
n43,g37,g56
n68,g79,g27
n34,g59,g36
n8,g74,g60
n79,g94,g32
n53,g83,g94
n55,g8,g78
n38,g91,g80
n33,g96,g86
n62,g91,g6
n11,g23,g28
n27,g70,g74
n50,g11,g93
n44,g9,g19
n12,g72,g71
n67,g63,g28
n75,g0,g15
n80,g96,g52
n0,g27,g93
n22,g0,g66
n58,g78,g80
n36,g80,g1
n42,g79,g71
n61,g61,g32
n78,g0,g88
n3,g6,g48
n29,g47,g25
n47,g62,g19
n49,g70,g85
n52,g15,g19
n59,g67,g71
n57,g21,g42
n66,g67,g81
n37,g44,g20
n13,g82,g37
n40,g85,g10
n19,g15,g87
n46,g54,g88
n7,g50,g16
n15,g33,g14
n48,g14,g23
n41,g34,g20
n76,g28,g35
n64,g51,g49
n56,g1,g65
n2,g60,g90
n1,g56,g80
