n70,g99,g0
n65,g6,g34
n6,g8,g67
n35,g79,g21
n4,g63,g43
n32,g57,g43
n72,g91,g68
n83,g2,g69
n74,g55,g53
n84,g23,g61
n26,g78,g4
n21,g41,g77
n60,g1,g27
n20,g78,g15
n73,g3,g33
n51,g0,g3
n69,g28,g39
n71,g75,g90
n28,g5,g21
n77,g6,g10
n14,g72,g36
n45,g54,g84
n39,g28,g21
n5,g60,g48
n23,g58,g37
n24,g30,g95
n54,g27,g76
n16,g4,g1
n82,g12,g14
n17,g18,g59
n18,g47,g67
n63,g86,g91
n9,g82,g66
n25,g1,g85
n30,g96,g66
n31,g86,g71
n10,g77,g63
n43,g36,g40
n68,g13,g36
n34,g33,g64
n8,g33,g38
n79,g10,g82
n53,g18,g44
n55,g85,g67
n38,g85,g54
n33,g19,g55
n62,g98,g43
n11,g2,g5
n27,g89,g35
n50,g42,g64
n44,g22,g8
n12,g91,g90
n67,g73,g72
n75,g94,g64
n80,g79,g30
n0,g56,g89
n22,g32,g68
n81,g2,g25
n58,g70,g6
n36,g25,g55
n42,g9,g25
n61,g65,g51
n78,g74,g35
n3,g14,g65
n29,g90,g64
n47,g35,g97
n49,g89,g26
n52,g27,g60
n59,g33,g20
n57,g17,g94
n66,g64,g4
n37,g8,g98
n13,g42,g36
n40,g43,g65
n19,g4,g12
n46,g56,g47
n7,g87,g4
n15,g28,g31
n48,g89,g57
n41,g92,g69
n76,g88,g63
n64,g96,g9
n56,g40,g31
n2,g9,g28
n1,g57,g83
