n70,g14,g97
n65,g26,g3
n6,g71,g37
n35,g73,g47
n4,g61,g56
n32,g42,g87
n26,g26,g41
n21,g9,g60
n60,g20,g36
n20,g80,g81
n51,g98,g24
n69,g32,g69
n71,g32,g31
n28,g30,g28
n14,g47,g68
n45,g66,g75
n39,g98,g99
n5,g45,g33
n23,g8,g75
n24,g11,g86
n54,g73,g68
n16,g0,g35
n17,g88,g49
n18,g95,g96
n63,g92,g54
n9,g48,g2
n25,g98,g60
n30,g56,g95
n31,g73,g78
n10,g79,g22
n43,g55,g69
n68,g39,g24
n34,g8,g79
n8,g54,g34
n53,g35,g77
n55,g31,g59
n38,g22,g31
n33,g46,g32
n62,g17,g29
n11,g9,g49
n27,g20,g39
n50,g16,g41
n44,g9,g31
n12,g6,g23
n67,g30,g7
n0,g74,g27
n22,g59,g94
n58,g62,g27
n36,g12,g20
n42,g72,g55
n61,g42,g2
n3,g41,g1
n29,g49,g10
n47,g66,g78
n49,g74,g62
n52,g57,g40
n59,g37,g28
n57,g97,g84
n66,g1,g44
n37,g85,g51
n13,g49,g63
n40,g40,g23
n19,g94,g84
n46,g45,g55
n7,g94,g23
n15,g31,g72
n48,g23,g51
n41,g2,g68
n64,g3,g46
n56,g65,g18
n2,g21,g25
n1,g81,g19
