n70,g89,g54
n65,g41,g91
n6,g34,g70
n35,g68,g2
n4,g99,g63
n32,g26,g71
n72,g17,g19
n74,g79,g70
n26,g77,g87
n21,g40,g90
n60,g88,g86
n20,g71,g53
n73,g20,g71
n51,g48,g89
n69,g80,g90
n71,g73,g76
n28,g1,g94
n14,g12,g66
n45,g32,g11
n39,g8,g89
n5,g80,g97
n23,g93,g34
n24,g31,g44
n54,g73,g18
n16,g40,g45
n17,g19,g74
n18,g32,g73
n63,g72,g64
n9,g49,g52
n25,g95,g2
n30,g13,g45
n31,g24,g12
n10,g16,g61
n43,g97,g40
n68,g57,g64
n34,g72,g3
n8,g96,g81
n53,g62,g28
n55,g87,g58
n38,g57,g61
n33,g2,g91
n62,g56,g72
n11,g75,g0
n27,g47,g9
n50,g3,g73
n44,g47,g66
n12,g68,g41
n67,g77,g99
n75,g78,g4
n0,g46,g56
n22,g60,g22
n58,g88,g80
n36,g99,g26
n42,g54,g53
n61,g42,g27
n3,g33,g16
n29,g72,g92
n47,g58,g21
n49,g18,g39
n52,g45,g50
n59,g55,g33
n57,g83,g90
n66,g3,g98
n37,g50,g40
n13,g69,g30
n40,g77,g42
n19,g67,g27
n46,g21,g75
n7,g9,g28
n15,g57,g72
n48,g2,g43
n41,g54,g44
n76,g85,g81
n64,g6,g48
n56,g90,g96
n2,g14,g3
n1,g6,g84
