n70,g58,g10
n65,g22,g65
n6,g3,g25
n35,g68,g7
n4,g72,g17
n32,g94,g91
n26,g31,g53
n21,g17,g92
n60,g18,g92
n20,g43,g97
n51,g40,g89
n69,g73,g61
n71,g36,g48
n28,g44,g30
n14,g42,g17
n45,g19,g53
n39,g76,g88
n5,g73,g7
n23,g22,g91
n24,g36,g83
n54,g17,g53
n16,g13,g68
n17,g1,g39
n18,g82,g87
n63,g1,g15
n9,g82,g52
n25,g48,g63
n30,g39,g51
n31,g83,g22
n10,g99,g50
n43,g45,g25
n68,g32,g51
n34,g3,g20
n8,g31,g44
n53,g13,g24
n55,g13,g9
n38,g10,g93
n33,g23,g19
n62,g91,g11
n11,g86,g7
n27,g93,g67
n50,g34,g37
n44,g63,g37
n12,g52,g29
n67,g0,g40
n0,g93,g77
n22,g24,g9
n58,g54,g20
n36,g87,g67
n42,g46,g84
n61,g25,g96
n3,g61,g3
n29,g18,g17
n47,g50,g26
n49,g99,g18
n52,g95,g28
n59,g3,g98
n57,g6,g1
n66,g85,g43
n37,g80,g62
n13,g72,g0
n40,g25,g19
n19,g59,g61
n46,g55,g49
n7,g92,g72
n15,g6,g84
n48,g59,g34
n41,g23,g91
n64,g84,g0
n56,g96,g65
n2,g51,g97
n1,g9,g69
