n0,g46,g33
n1,g68,g47
n2,g16,g41
n3,g95,g91
n4,g31,g48
n5,g36,g47
n6,g79,g13
n7,g16,g23
n8,g87,g29
n9,g72,g36
n10,g94,g65
n11,g39,g73
n12,g93,g44
n13,g24,g88
n14,g42,g83
n15,g61,g40
n16,g93,g63
n17,g53,g18
n18,g3,g49
n19,g77,g82
n20,g29,g43
n21,g72,g43
n22,g48,g89
n23,g18,g63
n24,g6,g4
n25,g68,g16
n26,g64,g94
n27,g79,g93
n28,g21,g11
n29,g37,g40
n30,g5,g11
n31,g64,g31
n32,g36,g68
n33,g38,g66
n34,g16,g9
n35,g85,g24
n36,g26,g46
n37,g75,g3
n38,g16,g74
n39,g22,g74
n40,g24,g43
n41,g27,g74
n42,g15,g43
n43,g69,g93
n44,g2,g57
n45,g70,g49
n46,g40,g74
