n70,g82,g53
n6,g21,g52
n4,g81,g79
n22,g24,g11
n21,g97,g52
n60,g83,g65
n79,g76,g42
n74,g65,g40
n69,g28,g47
n28,g5,g65
n14,g35,g1
n45,g71,g31
n5,g51,g59
n23,g16,g80
n24,g72,g29
n17,g46,g39
n54,g11,g59
n77,g19,g38
n63,g34,g83
n9,g34,g72
n25,g66,g86
n10,g73,g64
n68,g17,g97
n34,g27,g38
n72,g66,g20
n73,g97,g31
n55,g7,g48
n44,g59,g4
n16,g71,g36
n80,g74,g68
n81,g5,g75
n75,g96,g48
n66,g19,g71
n47,g87,g58
n52,g17,g24
n59,g37,g26
n57,g93,g33
n71,g84,g9
n37,g13,g32
n31,g64,g25
n19,g10,g3
n46,g78,g88
n65,g32,g94
n85,g66,g95
n1,g3,g39
n84,g73,g60
n32,g99,g92
n26,g27,g98
n20,g19,g98
n53,g65,g96
n56,g50,g52
n76,g98,g23
n38,g64,g10
n13,g28,g98
n67,g7,g26
n41,g75,g91
n18,g39,g75
n11,g2,g9
n30,g84,g99
n35,g11,g44
n8,g44,g85
n83,g15,g84
n39,g80,g61
n33,g69,g97
n27,g25,g77
n50,g27,g3
n12,g92,g17
n82,g71,g29
n0,g76,g68
n43,g93,g22
n58,g80,g90
n36,g61,g30
n42,g84,g86
n61,g23,g62
n78,g62,g11
n3,g8,g17
n29,g50,g44
n49,g24,g40
n62,g4,g49
n40,g61,g5
n51,g77,g78
n7,g32,g92
n15,g16,g24
n48,g50,g66
n64,g64,g44
n2,g74,g19
