n0,g22,g41
n1,g72,g46
n2,g94,g58
n3,g17,g76
n4,g93,g51
n5,g24,g16
n6,g82,g52
n7,g52,g70
n8,g5,g57
n9,g99,g89
n10,g93,g7
n11,g66,g47
n12,g13,g97
n13,g50,g19
n14,g96,g53
n15,g50,g24
n16,g93,g83
n17,g68,g12
n18,g13,g60
n19,g79,g90
n20,g35,g66
n21,g71,g79
n22,g91,g21
n23,g2,g96
n24,g20,g14
n25,g27,g6
n26,g47,g99
n27,g2,g64
n28,g44,g45
n29,g95,g70
n30,g28,g56
n31,g67,g81
n32,g20,g87
n33,g24,g42
n34,g66,g48
n35,g41,g24
n36,g94,g57
n37,g96,g85
n38,g46,g5
n39,g79,g80
n40,g64,g53
n41,g70,g64
n42,g31,g57
n43,g16,g72
n44,g17,g38
n45,g15,g5
n46,g87,g43
n47,g78,g58
n48,g15,g16
n49,g74,g35
n50,g18,g79
n51,g99,g93
n52,g29,g78
n53,g86,g71
n54,g11,g84
n55,g15,g62
n56,g66,g21
n57,g28,g38
n58,g8,g94
n59,g86,g89
n60,g97,g10
n61,g52,g68
n62,g95,g19
n63,g34,g15
n64,g7,g32
