n0,g13,g46
n1,g47,g94
n2,g57,g95
n3,g89,g35
n4,g18,g9
n5,g6,g5
n6,g81,g47
n7,g52,g32
n8,g99,g52
n9,g41,g58
n10,g30,g93
n11,g1,g62
n12,g24,g91
n13,g51,g68
n14,g0,g87
n15,g44,g30
n16,g75,g44
n17,g0,g42
n18,g48,g13
n19,g81,g15
n20,g11,g70
n21,g42,g19
n22,g4,g81
n23,g69,g6
n24,g14,g51
n25,g19,g39
n26,g32,g5
n27,g74,g7
n28,g27,g52
n29,g6,g74
n30,g37,g68
n31,g1,g69
n32,g93,g70
n33,g20,g5
n34,g71,g55
n35,g99,g79
n36,g17,g95
n37,g95,g41
n38,g64,g54
n39,g79,g61
n40,g17,g53
n41,g4,g97
n42,g47,g25
n43,g21,g59
n44,g21,g91
n45,g80,g97
n46,g38,g83
n47,g16,g91
n48,g53,g5
n49,g22,g57
n50,g64,g52
n51,g7,g63
n52,g54,g47
n53,g43,g21
n54,g65,g9
n55,g59,g37
n56,g61,g49
n57,g9,g63
n58,g49,g25
n59,g29,g56
n60,g0,g28
n61,g77,g15
n62,g72,g54
n63,g48,g72
n64,g66,g14
