n70,g65,g77
n65,g64,g99
n6,g90,g11
n35,g7,g34
n4,g80,g90
n32,g59,g57
n72,g37,g69
n26,g95,g85
n21,g16,g18
n60,g32,g10
n20,g86,g80
n51,g57,g62
n69,g86,g6
n71,g44,g41
n28,g50,g28
n14,g43,g23
n45,g57,g4
n39,g33,g46
n5,g48,g92
n23,g93,g94
n24,g52,g51
n54,g98,g76
n16,g1,g38
n17,g2,g8
n18,g10,g89
n63,g90,g56
n9,g10,g34
n25,g87,g83
n30,g90,g76
n31,g92,g79
n10,g25,g83
n43,g20,g70
n68,g95,g57
n34,g43,g45
n8,g75,g65
n53,g72,g80
n55,g30,g51
n38,g3,g88
n33,g30,g38
n62,g84,g61
n11,g80,g25
n27,g25,g55
n50,g26,g61
n44,g87,g28
n12,g72,g61
n67,g53,g36
n0,g86,g10
n22,g11,g72
n58,g93,g16
n36,g60,g84
n42,g18,g12
n61,g24,g10
n3,g68,g46
n29,g53,g85
n47,g44,g63
n49,g81,g26
n52,g88,g16
n59,g66,g64
n57,g82,g36
n66,g92,g27
n37,g96,g98
n13,g43,g75
n40,g58,g0
n19,g29,g33
n46,g40,g71
n7,g48,g68
n15,g99,g39
n48,g16,g30
n41,g60,g9
n64,g97,g42
n56,g37,g87
n2,g42,g68
n1,g88,g47
