n0,g0,g11
n1,g7,g17
n2,g30,g43
n3,g12,g7
n4,g81,g45
n5,g90,g14
n6,g80,g28
n7,g34,g40
n8,g53,g55
n9,g58,g5
n10,g67,g53
n11,g94,g44
n12,g14,g35
n13,g98,g51
n14,g72,g30
n15,g37,g19
n16,g10,g71
n17,g39,g95
n18,g24,g56
n19,g79,g69
n20,g83,g73
n21,g49,g10
n22,g16,g63
n23,g61,g23
n24,g85,g19
n25,g46,g36
n26,g5,g48
n27,g27,g51
n28,g31,g59
n29,g16,g44
n30,g24,g86
n31,g92,g16
n32,g60,g0
n33,g12,g49
n34,g12,g27
n35,g76,g60
n36,g87,g30
n37,g16,g32
n38,g15,g50
n39,g46,g85
n40,g62,g86
n41,g68,g20
n42,g5,g36
n43,g28,g35
n44,g35,g6
n45,g13,g16
n46,g72,g57
n47,g75,g77
n48,g88,g32
n49,g23,g92
n50,g31,g3
n51,g19,g71
n52,g69,g56
n53,g99,g65
n54,g73,g0
