n0,g64,g81
n1,g35,g75
n2,g77,g46
n3,g13,g91
n4,g87,g32
n5,g21,g24
n6,g74,g71
n7,g6,g72
n8,g3,g99
n9,g18,g72
n10,g71,g86
n11,g89,g40
n12,g51,g35
n13,g14,g36
n14,g54,g96
n15,g31,g48
n16,g51,g23
n17,g61,g87
n18,g26,g58
n19,g23,g27
n20,g5,g54
n21,g45,g78
n22,g71,g44
n23,g83,g82
n24,g3,g34
n25,g33,g63
n26,g73,g24
n27,g87,g29
n28,g41,g20
n29,g72,g36
n30,g66,g22
n31,g20,g22
n32,g91,g31
n33,g19,g60
n34,g72,g5
n35,g9,g54
n36,g81,g60
n37,g48,g68
n38,g34,g90
n39,g25,g49
n40,g38,g33
n41,g63,g86
n42,g38,g27
n43,g55,g2
n44,g6,g82
n45,g14,g5
n46,g62,g39
n47,g70,g8
n48,g56,g12
n49,g93,g11
n50,g25,g76
n51,g91,g29
n52,g40,g96
n53,g73,g42
