n0,g38,g32
n1,g53,g54
n2,g26,g4
n3,g36,g95
n4,g35,g66
n5,g58,g9
n6,g19,g66
n7,g63,g64
n8,g3,g62
n9,g34,g43
n10,g17,g31
n11,g71,g12
n12,g99,g33
n13,g80,g14
n14,g79,g89
n15,g27,g18
n16,g24,g17
n17,g19,g57
n18,g14,g27
n19,g44,g73
n20,g48,g56
n21,g10,g68
n22,g62,g57
n23,g60,g92
n24,g50,g87
n25,g52,g8
n26,g70,g35
n27,g25,g49
n28,g58,g13
n29,g75,g19
n30,g29,g64
n31,g99,g36
n32,g59,g39
n33,g58,g65
n34,g47,g99
n35,g92,g88
n36,g82,g9
n37,g37,g13
n38,g93,g76
n39,g4,g38
n40,g18,g89
n41,g86,g2
n42,g88,g45
n43,g32,g68
n44,g83,g14
n45,g30,g61
n46,g6,g63
n47,g65,g20
n48,g72,g82
n49,g65,g15
