n0,g48,g59
n1,g2,g69
n2,g39,g66
n3,g12,g8
n4,g57,g29
n5,g62,g61
n6,g43,g62
n7,g13,g39
n8,g85,g39
n9,g32,g68
n10,g86,g13
n11,g18,g7
n12,g4,g73
n13,g36,g46
n14,g62,g80
n15,g17,g11
n16,g20,g10
n17,g0,g78
n18,g76,g50
n19,g30,g61
n20,g12,g31
n21,g17,g97
n22,g17,g86
n23,g34,g8
n24,g95,g18
n25,g71,g58
n26,g14,g9
n27,g29,g41
n28,g16,g56
n29,g10,g54
n30,g64,g86
n31,g44,g45
n32,g53,g80
n33,g45,g9
n34,g27,g66
n35,g55,g78
n36,g47,g66
n37,g78,g33
n38,g3,g19
n39,g60,g4
n40,g47,g49
n41,g99,g42
n42,g54,g38
n43,g24,g29
n44,g99,g69
n45,g14,g35
n46,g0,g73
n47,g94,g3
n48,g21,g76
n49,g96,g57
n50,g86,g11
n51,g7,g25
n52,g91,g42
n53,g77,g96
n54,g91,g22
n55,g71,g99
n56,g81,g21
n57,g49,g50
n58,g86,g31
n59,g83,g50
n60,g61,g40
n61,g18,g36
n62,g85,g16
n63,g25,g80
n64,g52,g50
n65,g1,g34
n66,g61,g14
n67,g69,g23
