n0,g37,g49
n1,g31,g41
n2,g23,g58
n3,g77,g44
n4,g6,g40
n5,g27,g2
n6,g71,g11
n7,g65,g87
n8,g23,g5
n9,g85,g32
n10,g83,g86
n11,g61,g23
n12,g86,g45
n13,g64,g76
n14,g31,g21
n15,g13,g75
n16,g59,g97
n17,g21,g81
n18,g9,g2
n19,g27,g87
n20,g87,g33
n21,g51,g32
n22,g77,g7
n23,g22,g97
n24,g90,g11
n25,g39,g40
n26,g44,g5
n27,g92,g21
n28,g67,g48
n29,g71,g30
n30,g11,g4
n31,g94,g20
n32,g84,g47
n33,g42,g56
n34,g29,g91
n35,g89,g2
n36,g89,g14
n37,g6,g22
n38,g86,g74
n39,g66,g96
n40,g94,g52
n41,g6,g93
n42,g32,g0
n43,g98,g7
n44,g43,g9
n45,g74,g23
n46,g39,g59
n47,g50,g79
n48,g74,g62
n49,g73,g16
n50,g46,g75
n51,g90,g75
n52,g28,g46
n53,g94,g6
n54,g71,g99
n55,g86,g99
n56,g94,g17
n57,g5,g62
n58,g84,g41
n59,g2,g65
n60,g18,g19
n61,g17,g52
n62,g52,g11
