n0,g58,g49
n1,g55,g20
n2,g25,g33
n3,g40,g10
n4,g28,g45
n5,g77,g62
n6,g52,g85
n7,g29,g4
n8,g8,g31
n9,g61,g63
n10,g75,g52
n11,g86,g20
n12,g9,g25
n13,g1,g90
n14,g15,g43
n15,g78,g56
n16,g64,g22
n17,g92,g93
n18,g97,g86
n19,g86,g42
n20,g19,g78
n21,g55,g54
n22,g56,g45
n23,g64,g82
n24,g59,g66
n25,g28,g35
n26,g5,g53
n27,g74,g84
n28,g3,g38
n29,g91,g77
n30,g89,g48
n31,g15,g19
n32,g14,g69
n33,g56,g9
n34,g72,g82
n35,g26,g27
n36,g57,g80
n37,g35,g70
n38,g47,g61
n39,g50,g90
n40,g45,g80
n41,g87,g95
n42,g86,g70
n43,g44,g33
n44,g20,g64
n45,g24,g14
n46,g76,g97
n47,g1,g86
n48,g61,g67
n49,g30,g77
n50,g6,g96
n51,g22,g23
n52,g34,g38
n53,g20,g45
n54,g32,g94
