n0,g91,g62
n1,g35,g81
n2,g11,g12
n3,g80,g93
n4,g67,g73
n5,g65,g33
n6,g53,g86
n7,g94,g49
n8,g87,g31
n9,g95,g73
n10,g11,g21
n11,g23,g48
n12,g42,g87
n13,g76,g3
n14,g18,g38
n15,g73,g60
n16,g5,g12
n17,g55,g14
n18,g14,g92
n19,g25,g66
n20,g95,g41
n21,g7,g81
n22,g58,g13
n23,g69,g29
n24,g65,g68
n25,g97,g10
n26,g90,g13
n27,g1,g21
n28,g89,g5
n29,g36,g94
n30,g90,g38
n31,g26,g15
n32,g40,g95
n33,g87,g59
n34,g47,g67
n35,g12,g17
n36,g5,g61
n37,g41,g21
n38,g90,g85
n39,g51,g42
n40,g59,g85
n41,g63,g94
n42,g39,g22
n43,g83,g5
n44,g41,g64
