n0,g30,g2
n1,g76,g88
n2,g81,g52
n3,g88,g57
n4,g16,g86
n5,g51,g58
n6,g3,g84
n7,g35,g29
n8,g51,g90
n9,g16,g92
n10,g55,g99
n11,g25,g32
n12,g74,g39
n13,g62,g11
n14,g64,g91
n15,g24,g92
n16,g10,g29
n17,g70,g20
n18,g11,g16
n19,g53,g67
n20,g61,g63
n21,g34,g4
n22,g76,g36
n23,g77,g29
n24,g77,g57
n25,g32,g49
n26,g22,g4
n27,g80,g14
n28,g3,g74
n29,g99,g90
n30,g36,g99
n31,g59,g7
n32,g12,g14
n33,g62,g54
n34,g60,g16
n35,g57,g24
n36,g77,g7
n37,g98,g43
n38,g12,g49
n39,g28,g39
n40,g61,g70
n41,g26,g64
n42,g31,g92
n43,g21,g87
n44,g45,g39
