n70,g79,g29
n65,g48,g63
n6,g95,g92
n35,g77,g8
n4,g20,g95
n32,g77,g15
n26,g43,g20
n21,g20,g77
n60,g48,g23
n20,g63,g72
n51,g19,g95
n69,g90,g39
n71,g15,g23
n28,g72,g97
n14,g21,g35
n45,g7,g82
n39,g91,g59
n5,g91,g24
n23,g11,g42
n24,g80,g60
n54,g89,g55
n16,g39,g75
n17,g33,g8
n18,g75,g82
n63,g70,g31
n9,g41,g96
n25,g10,g37
n30,g8,g16
n31,g1,g22
n10,g22,g38
n43,g88,g72
n68,g48,g43
n34,g5,g10
n8,g75,g30
n53,g43,g65
n55,g38,g19
n38,g14,g44
n33,g69,g97
n62,g54,g3
n11,g9,g31
n27,g48,g78
n50,g9,g79
n44,g17,g71
n12,g59,g34
n67,g79,g21
n0,g8,g90
n22,g43,g18
n58,g72,g22
n36,g20,g21
n42,g97,g24
n61,g84,g68
n3,g9,g29
n29,g59,g5
n47,g32,g35
n49,g99,g18
n52,g8,g88
n59,g36,g74
n57,g48,g46
n66,g78,g3
n37,g77,g73
n13,g74,g68
n40,g63,g49
n19,g18,g23
n46,g35,g94
n7,g85,g65
n15,g2,g64
n48,g61,g11
n41,g70,g59
n64,g51,g2
n56,g82,g62
n2,g95,g6
n1,g17,g69
