n70,g30,g25
n65,g37,g28
n6,g90,g73
n35,g10,g77
n4,g89,g23
n32,g72,g6
n72,g75,g17
n74,g32,g65
n26,g55,g59
n21,g98,g92
n60,g12,g71
n20,g69,g61
n73,g62,g20
n51,g28,g52
n69,g49,g91
n71,g42,g93
n28,g10,g20
n77,g2,g97
n14,g75,g8
n45,g45,g64
n39,g90,g33
n5,g60,g26
n23,g60,g68
n24,g55,g15
n54,g10,g66
n16,g65,g13
n17,g68,g96
n18,g47,g34
n63,g15,g38
n9,g17,g13
n25,g31,g53
n30,g75,g67
n31,g98,g35
n10,g84,g10
n43,g67,g28
n68,g14,g89
n34,g48,g18
n8,g9,g8
n53,g43,g16
n55,g89,g37
n38,g92,g89
n33,g20,g1
n62,g45,g53
n11,g0,g68
n27,g2,g63
n50,g43,g27
n44,g20,g23
n12,g81,g82
n67,g13,g41
n75,g57,g6
n0,g98,g79
n22,g24,g69
n58,g7,g62
n36,g62,g13
n42,g47,g72
n61,g7,g33
n78,g96,g12
n3,g90,g98
n29,g34,g37
n47,g68,g92
n49,g74,g15
n52,g59,g96
n59,g3,g68
n57,g11,g59
n66,g83,g61
n37,g57,g35
n13,g74,g96
n40,g47,g86
n19,g48,g57
n46,g96,g67
n7,g76,g32
n15,g26,g30
n48,g47,g13
n41,g99,g49
n76,g67,g41
n64,g78,g49
n56,g39,g56
n2,g45,g19
n1,g12,g22
