n0,g44,g85
n1,g2,g66
n2,g26,g10
n3,g94,g61
n4,g23,g80
n5,g15,g16
n6,g20,g66
n7,g17,g29
n8,g95,g57
n9,g88,g84
n10,g52,g24
n11,g31,g81
n12,g40,g29
n13,g79,g54
n14,g60,g16
n15,g5,g83
n16,g19,g57
n17,g15,g89
n18,g30,g92
n19,g90,g10
n20,g7,g52
n21,g71,g11
n22,g88,g72
n23,g3,g53
n24,g51,g63
n25,g23,g37
n26,g13,g23
n27,g42,g83
n28,g7,g37
n29,g84,g21
n30,g99,g98
n31,g95,g50
n32,g21,g95
n33,g89,g76
n34,g58,g16
n35,g71,g69
n36,g7,g23
n37,g58,g89
n38,g6,g30
n39,g89,g87
n40,g97,g6
n41,g95,g43
n42,g99,g75
n43,g48,g75
n44,g0,g34
n45,g4,g6
n46,g40,g89
n47,g72,g41
n48,g1,g6
n49,g36,g59
n50,g92,g45
n51,g83,g22
n52,g6,g11
n53,g40,g44
n54,g28,g88
n55,g24,g99
n56,g90,g20
n57,g21,g14
n58,g36,g32
n59,g36,g67
n60,g12,g91
n61,g22,g10
n62,g73,g99
n63,g53,g22
n64,g61,g36
n65,g30,g75
