n70,g64,g77
n65,g71,g10
n6,g21,g29
n35,g82,g7
n4,g40,g72
n32,g36,g30
n72,g67,g93
n74,g46,g14
n26,g79,g84
n21,g12,g84
n60,g23,g43
n20,g37,g69
n73,g8,g15
n51,g32,g68
n69,g95,g84
n71,g55,g83
n28,g44,g35
n14,g23,g78
n45,g77,g40
n39,g99,g26
n5,g67,g75
n23,g63,g68
n24,g50,g23
n54,g73,g70
n16,g38,g73
n17,g90,g11
n18,g96,g63
n63,g87,g36
n9,g71,g14
n25,g47,g32
n30,g85,g73
n31,g97,g14
n10,g97,g90
n43,g88,g64
n68,g31,g61
n34,g27,g6
n8,g34,g97
n53,g34,g9
n55,g7,g37
n38,g52,g88
n33,g5,g48
n62,g71,g29
n11,g12,g78
n27,g30,g33
n50,g10,g54
n44,g60,g11
n12,g25,g1
n67,g2,g76
n0,g14,g17
n22,g35,g90
n58,g35,g94
n36,g54,g70
n42,g51,g43
n61,g48,g44
n3,g2,g23
n29,g54,g25
n47,g78,g20
n49,g84,g98
n52,g70,g27
n59,g66,g75
n57,g99,g94
n66,g28,g89
n37,g67,g33
n13,g34,g98
n40,g41,g93
n19,g89,g23
n46,g90,g73
n7,g72,g97
n15,g54,g39
n48,g38,g74
n41,g71,g37
n64,g83,g15
n56,g98,g36
n2,g43,g32
n1,g52,g51
