n70,g41,g14
n65,g78,g90
n6,g44,g73
n35,g19,g98
n4,g42,g27
n32,g3,g0
n72,g4,g38
n83,g16,g62
n74,g50,g28
n84,g0,g96
n26,g12,g94
n21,g78,g20
n60,g16,g48
n20,g59,g84
n73,g9,g6
n51,g64,g67
n69,g6,g55
n71,g98,g10
n28,g39,g92
n77,g53,g49
n14,g11,g15
n45,g33,g93
n39,g37,g30
n5,g44,g69
n23,g2,g90
n24,g23,g45
n54,g86,g31
n16,g31,g6
n82,g86,g9
n17,g13,g43
n18,g63,g34
n63,g97,g26
n9,g36,g80
n25,g32,g39
n30,g67,g5
n31,g48,g21
n10,g44,g77
n43,g23,g89
n68,g43,g69
n34,g21,g41
n8,g24,g41
n79,g96,g83
n53,g62,g1
n55,g9,g87
n38,g28,g15
n33,g16,g20
n62,g45,g87
n11,g77,g94
n27,g51,g17
n50,g92,g42
n44,g54,g26
n12,g95,g44
n67,g99,g33
n75,g5,g96
n80,g5,g98
n0,g7,g44
n22,g58,g3
n81,g78,g41
n58,g45,g64
n36,g49,g95
n42,g73,g79
n61,g83,g36
n78,g67,g84
n3,g70,g36
n29,g55,g48
n47,g15,g35
n49,g70,g62
n52,g64,g0
n59,g51,g34
n57,g72,g21
n66,g42,g96
n37,g30,g35
n13,g76,g31
n40,g37,g71
n19,g58,g30
n46,g40,g19
n7,g18,g71
n15,g79,g61
n48,g54,g67
n41,g37,g98
n76,g10,g64
n64,g63,g71
n56,g81,g38
n2,g10,g30
n1,g10,g39
