n70,g65,g64
n65,g60,g97
n6,g93,g63
n35,g76,g51
n4,g59,g86
n32,g8,g62
n72,g50,g3
n74,g86,g60
n26,g39,g2
n21,g47,g46
n60,g99,g87
n20,g39,g18
n73,g39,g4
n51,g66,g48
n69,g35,g97
n71,g54,g23
n28,g72,g62
n14,g17,g1
n45,g91,g60
n39,g82,g63
n5,g44,g72
n23,g64,g55
n24,g22,g3
n54,g43,g39
n16,g35,g78
n17,g67,g59
n18,g27,g11
n63,g71,g42
n9,g98,g43
n25,g82,g74
n30,g74,g84
n31,g8,g44
n10,g98,g1
n43,g32,g6
n68,g44,g38
n34,g46,g32
n8,g29,g66
n53,g98,g72
n55,g26,g34
n38,g94,g49
n33,g95,g26
n62,g25,g11
n11,g94,g0
n27,g92,g8
n50,g69,g67
n44,g35,g59
n12,g12,g94
n67,g44,g78
n75,g26,g42
n0,g67,g70
n22,g72,g57
n58,g12,g41
n36,g12,g5
n42,g20,g96
n61,g74,g33
n3,g72,g2
n29,g81,g2
n47,g76,g84
n49,g20,g81
n52,g3,g75
n59,g31,g46
n57,g3,g43
n66,g67,g17
n37,g79,g96
n13,g26,g46
n40,g88,g63
n19,g91,g47
n46,g40,g24
n7,g51,g19
n15,g86,g68
n48,g1,g21
n41,g69,g76
n64,g69,g11
n56,g48,g10
n2,g52,g2
n1,g71,g7
