n0,g11,g52
n1,g6,g75
n2,g21,g6
n3,g60,g12
n4,g70,g15
n5,g19,g39
n6,g80,g53
n7,g62,g80
n8,g94,g93
n9,g69,g85
n10,g27,g78
n11,g62,g95
n12,g49,g4
n13,g67,g7
n14,g1,g36
n15,g34,g82
n16,g84,g47
n17,g27,g44
n18,g60,g4
n19,g2,g68
n20,g78,g76
n21,g61,g88
n22,g5,g16
n23,g53,g67
n24,g71,g33
n25,g96,g86
n26,g54,g66
n27,g87,g76
n28,g90,g48
n29,g97,g19
n30,g64,g73
n31,g54,g56
n32,g40,g50
n33,g97,g53
n34,g27,g3
n35,g39,g99
n36,g13,g42
n37,g37,g69
n38,g7,g72
n39,g29,g64
n40,g70,g63
n41,g51,g24
n42,g23,g0
n43,g21,g88
n44,g45,g70
n45,g88,g7
n46,g86,g43
n47,g63,g29
n48,g44,g92
n49,g21,g64
n50,g63,g93
n51,g92,g85
n52,g97,g8
n53,g16,g18
n54,g8,g59
n55,g35,g44
n56,g30,g97
n57,g48,g79
n58,g61,g14
n59,g70,g39
n60,g87,g24
n61,g0,g27
n62,g23,g79
n63,g22,g85
n64,g80,g18
n65,g13,g74
n66,g2,g83
