n0,g85,g5
n1,g82,g70
n2,g95,g32
n3,g5,g23
n4,g43,g48
n5,g21,g60
n6,g9,g95
n7,g63,g44
n8,g79,g66
n9,g68,g77
n10,g55,g56
n11,g29,g33
n12,g53,g34
n13,g11,g28
n14,g12,g86
n15,g31,g49
n16,g70,g25
n17,g50,g67
n18,g89,g97
n19,g81,g16
n20,g32,g83
n21,g19,g58
n22,g70,g89
n23,g92,g32
n24,g18,g50
n25,g68,g6
n26,g96,g31
n27,g30,g19
n28,g72,g63
n29,g68,g10
n30,g32,g96
n31,g52,g54
n32,g80,g94
n33,g95,g96
n34,g55,g76
n35,g87,g54
n36,g28,g7
n37,g2,g80
n38,g30,g22
n39,g48,g89
n40,g71,g19
n41,g38,g37
n42,g30,g60
n43,g25,g53
n44,g61,g78
n45,g58,g90
n46,g50,g61
n47,g53,g82
n48,g48,g64
n49,g71,g20
n50,g81,g42
n51,g17,g15
n52,g78,g51
n53,g29,g68
n54,g23,g86
n55,g47,g32
n56,g56,g83
n57,g29,g37
n58,g50,g20
