n0,g68,g37
n1,g17,g75
n2,g14,g90
n3,g86,g1
n4,g25,g55
n5,g26,g8
n6,g39,g72
n7,g52,g13
n8,g11,g99
n9,g32,g25
n10,g93,g27
n11,g40,g32
n12,g83,g11
n13,g20,g47
n14,g67,g1
n15,g78,g11
n16,g79,g19
n17,g75,g62
n18,g63,g29
n19,g80,g51
n20,g67,g95
n21,g75,g97
n22,g27,g22
n23,g34,g0
n24,g43,g79
n25,g18,g27
n26,g2,g48
n27,g65,g89
n28,g33,g19
n29,g14,g27
n30,g91,g65
n31,g99,g16
n32,g84,g73
n33,g65,g9
n34,g59,g68
n35,g64,g48
n36,g14,g19
n37,g1,g0
n38,g52,g80
n39,g13,g48
n40,g18,g68
n41,g98,g67
n42,g13,g58
n43,g76,g3
n44,g83,g56
n45,g86,g66
n46,g70,g84
n47,g38,g24
n48,g66,g69
n49,g54,g29
n50,g13,g85
n51,g99,g39
n52,g2,g32
n53,g18,g73
n54,g31,g45
n55,g62,g36
n56,g27,g5
n57,g5,g32
n58,g53,g71
