n70,g54,g34
n65,g47,g68
n6,g31,g92
n35,g19,g32
n4,g55,g53
n32,g71,g41
n72,g69,g52
n74,g37,g92
n26,g12,g91
n21,g84,g29
n60,g41,g30
n20,g88,g78
n73,g49,g56
n51,g19,g38
n69,g27,g6
n71,g94,g82
n28,g35,g43
n77,g88,g16
n14,g5,g61
n45,g30,g79
n39,g3,g56
n5,g20,g0
n23,g74,g96
n24,g65,g10
n54,g36,g84
n16,g82,g89
n17,g0,g80
n18,g3,g2
n63,g53,g49
n9,g88,g74
n25,g68,g16
n30,g48,g61
n31,g32,g83
n10,g24,g77
n43,g53,g16
n68,g46,g85
n34,g42,g30
n8,g62,g4
n79,g52,g57
n53,g93,g87
n55,g14,g55
n38,g33,g5
n33,g73,g50
n62,g72,g96
n11,g44,g16
n27,g84,g89
n50,g74,g64
n44,g79,g27
n12,g11,g77
n67,g32,g62
n75,g84,g41
n80,g88,g38
n0,g89,g64
n22,g79,g1
n81,g28,g50
n58,g85,g21
n36,g63,g40
n42,g49,g32
n61,g12,g53
n78,g59,g39
n3,g15,g0
n29,g60,g1
n47,g12,g46
n49,g47,g41
n52,g90,g9
n59,g15,g99
n57,g3,g62
n66,g77,g12
n37,g2,g31
n13,g27,g97
n40,g19,g52
n19,g65,g16
n46,g45,g76
n7,g33,g94
n15,g80,g99
n48,g23,g93
n41,g22,g83
n76,g11,g18
n64,g76,g61
n56,g59,g56
n2,g1,g3
n1,g67,g72
