n0,g82,g1
n1,g19,g70
n2,g9,g88
n3,g94,g34
n4,g35,g18
n5,g80,g61
n6,g80,g47
n7,g40,g45
n8,g93,g56
n9,g12,g44
n10,g95,g88
n11,g6,g43
n12,g87,g91
n13,g54,g45
n14,g45,g84
n15,g22,g54
n16,g70,g46
n17,g40,g60
n18,g36,g71
n19,g14,g30
n20,g74,g56
n21,g37,g80
n22,g96,g73
n23,g44,g39
n24,g57,g15
n25,g71,g4
n26,g27,g64
n27,g4,g8
n28,g31,g32
n29,g96,g7
n30,g32,g81
n31,g93,g27
n32,g85,g93
n33,g9,g77
n34,g12,g94
n35,g45,g35
n36,g19,g12
n37,g57,g33
n38,g88,g30
n39,g22,g38
n40,g8,g90
n41,g19,g75
n42,g20,g91
n43,g52,g99
n44,g13,g21
n45,g26,g8
n46,g96,g19
n47,g91,g71
n48,g71,g5
n49,g55,g91
n50,g89,g28
n51,g49,g86
n52,g54,g11
n53,g8,g65
n54,g63,g69
n55,g84,g30
n56,g94,g8
n57,g23,g27
n58,g63,g95
n59,g61,g18
n60,g89,g54
n61,g60,g26
n62,g2,g93
n63,g39,g7
n64,g26,g97
n65,g57,g52
n66,g76,g55
n67,g69,g82
