n0,g11,g74
n1,g71,g46
n2,g41,g88
n3,g2,g73
n4,g78,g7
n5,g58,g16
n6,g91,g7
n7,g31,g79
n8,g86,g35
n9,g5,g48
n10,g99,g61
n11,g31,g47
n12,g19,g27
n13,g90,g80
n14,g97,g46
n15,g86,g27
n16,g38,g54
n17,g27,g84
n18,g24,g91
n19,g66,g73
n20,g0,g67
n21,g1,g11
n22,g91,g87
n23,g45,g33
n24,g76,g84
n25,g37,g4
n26,g60,g68
n27,g52,g22
n28,g54,g0
n29,g47,g44
n30,g65,g31
n31,g51,g5
n32,g99,g42
n33,g64,g9
n34,g34,g56
n35,g7,g13
n36,g26,g30
n37,g80,g91
n38,g34,g62
n39,g93,g56
n40,g23,g10
n41,g91,g23
n42,g45,g67
n43,g58,g49
n44,g25,g42
n45,g49,g17
n46,g19,g57
n47,g45,g51
n48,g88,g29
n49,g58,g31
n50,g38,g58
n51,g1,g25
n52,g9,g84
n53,g3,g17
n54,g20,g27
n55,g54,g94
n56,g87,g29
n57,g58,g43
n58,g26,g70
n59,g85,g59
n60,g49,g57
n61,g41,g55
n62,g32,g31
n63,g30,g87
n64,g98,g90
n65,g55,g34
n66,g40,g96
n67,g26,g56
