n70,g1,g51
n6,g16,g40
n4,g39,g15
n22,g31,g46
n21,g99,g46
n60,g79,g30
n79,g37,g55
n74,g12,g95
n69,g63,g85
n28,g11,g68
n14,g47,g40
n45,g71,g76
n5,g76,g39
n23,g87,g88
n24,g37,g2
n17,g17,g63
n54,g38,g33
n77,g43,g49
n63,g36,g71
n9,g37,g80
n25,g94,g23
n87,g97,g42
n10,g60,g56
n68,g60,g64
n34,g77,g8
n72,g81,g44
n73,g15,g55
n55,g54,g71
n44,g76,g79
n16,g36,g55
n80,g31,g99
n81,g43,g6
n75,g57,g12
n66,g56,g31
n47,g80,g5
n52,g16,g2
n59,g16,g18
n57,g56,g66
n71,g45,g55
n37,g0,g58
n31,g8,g40
n19,g22,g10
n46,g98,g19
n65,g53,g10
n85,g72,g6
n1,g90,g7
n84,g39,g3
n32,g72,g32
n26,g20,g87
n20,g67,g44
n53,g25,g50
n56,g88,g54
n76,g7,g66
n38,g17,g96
n13,g41,g44
n67,g96,g99
n41,g86,g31
n18,g75,g45
n11,g97,g72
n30,g2,g76
n35,g33,g14
n8,g32,g10
n83,g78,g10
n39,g79,g32
n33,g5,g84
n27,g50,g75
n50,g68,g55
n12,g20,g95
n82,g70,g0
n0,g26,g68
n43,g25,g57
n58,g22,g93
n36,g68,g35
n42,g23,g3
n61,g51,g79
n78,g80,g36
n3,g82,g16
n29,g79,g13
n49,g27,g46
n88,g56,g22
n86,g62,g48
n62,g7,g45
n40,g49,g65
n51,g65,g38
n7,g20,g57
n15,g13,g2
n48,g11,g8
n64,g34,g23
n2,g53,g5
