n70,g21,g55
n6,g92,g83
n4,g75,g90
n22,g54,g37
n21,g57,g87
n60,g67,g70
n79,g20,g78
n74,g12,g75
n69,g50,g0
n28,g8,g23
n14,g64,g24
n45,g98,g12
n5,g94,g32
n23,g26,g77
n24,g29,g90
n17,g90,g22
n54,g95,g80
n77,g59,g74
n63,g35,g22
n9,g83,g32
n25,g79,g28
n87,g5,g4
n10,g92,g98
n68,g87,g51
n34,g61,g12
n72,g0,g58
n73,g63,g14
n55,g99,g66
n44,g53,g62
n16,g35,g79
n80,g73,g56
n81,g10,g35
n75,g37,g16
n66,g34,g67
n47,g48,g33
n52,g80,g20
n59,g36,g24
n57,g34,g88
n71,g76,g35
n37,g42,g73
n31,g33,g11
n19,g40,g46
n46,g90,g50
n65,g64,g97
n85,g18,g23
n1,g22,g2
n84,g76,g7
n32,g46,g48
n26,g94,g53
n20,g82,g28
n53,g78,g58
n56,g67,g45
n76,g22,g82
n38,g9,g7
n13,g44,g81
n67,g23,g24
n41,g43,g1
n18,g40,g87
n11,g98,g60
n30,g57,g59
n35,g79,g74
n8,g9,g51
n83,g10,g75
n39,g87,g68
n33,g46,g98
n27,g15,g20
n50,g53,g67
n12,g17,g32
n82,g63,g91
n0,g57,g72
n43,g34,g81
n58,g17,g58
n36,g42,g50
n42,g30,g66
n61,g84,g61
n78,g94,g67
n3,g29,g52
n29,g0,g80
n49,g10,g29
n86,g4,g74
n62,g20,g24
n40,g69,g27
n51,g59,g66
n7,g86,g9
n15,g9,g43
n48,g34,g25
n64,g36,g23
n2,g3,g52
