n70,g47,g60
n65,g69,g48
n6,g36,g94
n35,g11,g76
n4,g18,g28
n32,g5,g46
n72,g53,g67
n26,g92,g14
n21,g87,g31
n60,g89,g71
n20,g85,g21
n51,g53,g50
n69,g34,g21
n71,g31,g32
n28,g82,g31
n14,g40,g31
n45,g66,g83
n39,g54,g39
n5,g79,g30
n23,g60,g25
n24,g27,g76
n54,g7,g84
n16,g13,g28
n17,g81,g86
n18,g34,g1
n63,g15,g10
n9,g4,g57
n25,g43,g42
n30,g97,g7
n31,g30,g74
n10,g80,g6
n43,g80,g56
n68,g80,g9
n34,g38,g72
n8,g84,g19
n53,g71,g69
n55,g96,g74
n38,g48,g79
n33,g83,g58
n62,g56,g45
n11,g85,g86
n27,g69,g82
n50,g44,g42
n44,g65,g71
n12,g88,g99
n67,g26,g29
n0,g70,g83
n22,g52,g84
n58,g75,g42
n36,g76,g74
n42,g57,g0
n61,g99,g46
n3,g58,g47
n29,g17,g46
n47,g4,g20
n49,g83,g35
n52,g36,g68
n59,g69,g3
n57,g61,g50
n66,g26,g98
n37,g79,g93
n13,g10,g30
n40,g69,g52
n19,g1,g29
n46,g53,g27
n7,g48,g5
n15,g84,g67
n48,g20,g61
n41,g98,g14
n64,g68,g81
n56,g68,g30
n2,g54,g63
n1,g66,g88
