n0,g67,g20
n1,g97,g68
n2,g22,g63
n3,g95,g68
n4,g3,g8
n5,g62,g24
n6,g14,g94
n7,g73,g92
n8,g97,g3
n9,g71,g53
n10,g53,g21
n11,g49,g85
n12,g39,g44
n13,g68,g35
n14,g51,g42
n15,g87,g6
n16,g45,g52
n17,g11,g23
n18,g4,g67
n19,g29,g67
n20,g91,g5
n21,g56,g25
n22,g81,g44
n23,g93,g64
n24,g54,g41
n25,g2,g46
n26,g81,g71
n27,g80,g45
n28,g23,g94
n29,g21,g46
n30,g26,g77
n31,g26,g84
n32,g38,g84
n33,g17,g72
n34,g24,g52
n35,g4,g62
n36,g77,g94
n37,g2,g25
n38,g7,g40
n39,g12,g38
n40,g18,g45
n41,g22,g27
n42,g73,g33
n43,g58,g90
n44,g35,g33
n45,g62,g59
n46,g58,g43
n47,g64,g35
n48,g1,g81
n49,g17,g3
n50,g71,g48
n51,g53,g92
n52,g39,g33
n53,g57,g75
n54,g28,g83
n55,g60,g53
n56,g50,g8
