n0,g98,g79
n1,g51,g33
n2,g66,g86
n3,g63,g75
n4,g55,g33
n5,g20,g41
n6,g45,g5
n7,g69,g74
n8,g44,g34
n9,g88,g16
n10,g80,g3
n11,g1,g92
n12,g79,g48
n13,g96,g15
n14,g40,g33
n15,g6,g92
n16,g36,g72
n17,g32,g25
n18,g28,g36
n19,g93,g30
n20,g53,g48
n21,g60,g61
n22,g28,g24
n23,g74,g18
n24,g79,g5
n25,g68,g27
n26,g80,g0
n27,g2,g71
n28,g36,g0
n29,g91,g5
n30,g75,g24
n31,g18,g55
n32,g49,g74
n33,g83,g65
n34,g66,g17
n35,g71,g92
n36,g53,g45
n37,g53,g49
n38,g82,g86
n39,g88,g89
n40,g23,g58
n41,g45,g40
n42,g51,g73
n43,g5,g85
n44,g6,g94
n45,g55,g47
