n0,g97,g7
n1,g0,g32
n2,g50,g32
n3,g44,g82
n4,g26,g43
n5,g34,g58
n6,g29,g22
n7,g23,g13
n8,g86,g3
n9,g89,g85
n10,g49,g44
n11,g21,g93
n12,g26,g72
n13,g22,g46
n14,g61,g5
n15,g22,g83
n16,g77,g41
n17,g39,g82
n18,g50,g69
n19,g39,g34
n20,g47,g68
n21,g76,g77
n22,g48,g14
n23,g16,g32
n24,g91,g21
n25,g33,g15
n26,g4,g79
n27,g71,g52
n28,g53,g86
n29,g85,g20
n30,g95,g16
n31,g48,g51
n32,g16,g82
n33,g39,g53
n34,g12,g37
n35,g80,g11
n36,g66,g4
n37,g7,g15
n38,g30,g52
n39,g84,g28
n40,g66,g67
n41,g44,g63
n42,g1,g96
n43,g3,g96
n44,g69,g97
n45,g50,g86
