n0,g55,g15
n1,g4,g80
n2,g64,g58
n3,g49,g98
n4,g95,g7
n5,g97,g4
n6,g66,g9
n7,g18,g72
n8,g20,g51
n9,g69,g21
n10,g64,g56
n11,g17,g93
n12,g95,g90
n13,g54,g97
n14,g87,g7
n15,g64,g6
n16,g49,g70
n17,g72,g54
n18,g22,g84
n19,g9,g89
n20,g75,g28
n21,g77,g21
n22,g79,g49
n23,g48,g16
n24,g6,g96
n25,g78,g88
n26,g5,g62
n27,g74,g0
n28,g40,g51
n29,g14,g62
n30,g98,g28
n31,g25,g1
n32,g86,g83
n33,g29,g20
n34,g6,g79
n35,g50,g49
n36,g13,g2
n37,g33,g50
n38,g4,g10
n39,g70,g87
n40,g71,g79
n41,g26,g93
n42,g59,g48
n43,g26,g24
n44,g14,g27
n45,g86,g25
