n0,g99,g76
n1,g23,g15
n2,g87,g55
n3,g76,g86
n4,g62,g60
n5,g42,g12
n6,g58,g28
n7,g48,g90
n8,g2,g4
n9,g11,g13
n10,g97,g0
n11,g11,g23
n12,g6,g37
n13,g35,g53
n14,g65,g25
n15,g25,g55
n16,g53,g22
n17,g2,g39
n18,g29,g85
n19,g23,g41
n20,g4,g29
n21,g84,g46
n22,g63,g84
n23,g49,g60
n24,g30,g14
n25,g37,g79
n26,g72,g62
n27,g45,g92
n28,g84,g78
n29,g60,g17
n30,g72,g50
n31,g75,g53
n32,g6,g61
n33,g40,g67
n34,g25,g52
n35,g72,g91
n36,g0,g83
n37,g51,g56
n38,g24,g8
n39,g10,g52
n40,g70,g55
n41,g1,g13
n42,g44,g62
n43,g40,g70
n44,g75,g95
n45,g53,g16
n46,g47,g99
n47,g3,g91
n48,g76,g19
n49,g84,g82
n50,g89,g85
n51,g0,g29
n52,g19,g7
n53,g63,g72
n54,g98,g37
n55,g87,g83
n56,g95,g50
n57,g17,g62
n58,g95,g98
n59,g77,g91
n60,g14,g79
n61,g49,g74
n62,g79,g25
n63,g83,g11
n64,g87,g99
n65,g92,g56
