n0,g70,g44
n1,g37,g95
n2,g83,g71
n3,g49,g36
n4,g61,g24
n5,g53,g96
n6,g52,g90
n7,g95,g68
n8,g83,g59
n9,g80,g66
n10,g58,g45
n11,g55,g8
n12,g62,g54
n13,g55,g65
n14,g68,g56
n15,g53,g16
n16,g91,g93
n17,g5,g26
n18,g15,g58
n19,g4,g14
n20,g38,g77
n21,g53,g54
n22,g27,g9
n23,g65,g17
n24,g9,g72
n25,g59,g91
n26,g92,g0
n27,g47,g69
n28,g60,g67
n29,g20,g38
n30,g8,g88
n31,g76,g11
n32,g56,g7
n33,g69,g20
n34,g42,g15
n35,g52,g8
n36,g97,g62
n37,g95,g56
n38,g68,g11
n39,g85,g7
n40,g97,g98
n41,g15,g91
n42,g38,g27
n43,g68,g20
n44,g11,g27
n45,g98,g43
n46,g45,g54
n47,g71,g73
n48,g92,g56
n49,g95,g33
n50,g4,g57
n51,g93,g73
n52,g72,g2
n53,g74,g68
n54,g3,g76
n55,g43,g47
n56,g10,g61
n57,g3,g65
n58,g66,g48
n59,g58,g40
n60,g80,g83
n61,g64,g81
n62,g88,g15
n63,g30,g19
n64,g85,g59
n65,g65,g23
