n0,g18,g40
n1,g2,g39
n2,g69,g22
n3,g4,g48
n4,g96,g51
n5,g49,g10
n6,g97,g10
n7,g53,g47
n8,g65,g32
n9,g14,g53
n10,g81,g12
n11,g66,g36
n12,g67,g51
n13,g8,g52
n14,g73,g42
n15,g51,g58
n16,g23,g89
n17,g51,g66
n18,g94,g10
n19,g54,g41
n20,g68,g35
n21,g36,g55
n22,g80,g42
n23,g3,g54
n24,g66,g24
n25,g27,g45
n26,g2,g91
n27,g58,g12
n28,g12,g0
n29,g13,g64
n30,g71,g37
n31,g6,g4
n32,g35,g9
n33,g32,g84
n34,g67,g61
n35,g22,g30
n36,g70,g81
n37,g6,g70
n38,g85,g15
n39,g82,g85
n40,g65,g12
n41,g91,g42
n42,g65,g7
n43,g93,g60
n44,g38,g13
n45,g51,g71
n46,g12,g88
n47,g75,g70
n48,g56,g54
n49,g45,g18
n50,g67,g29
n51,g38,g90
n52,g94,g36
n53,g94,g98
n54,g13,g57
n55,g7,g15
n56,g3,g23
n57,g48,g45
n58,g92,g33
n59,g57,g1
n60,g72,g77
n61,g29,g86
n62,g27,g26
n63,g90,g41
n64,g72,g10
n65,g74,g86
